inc_list,year,state_s,growth,revenue,ifmid,ifiid,founded,yrs_on_list,partner_lists/0,partner_lists/1
Y,2018,FL,263.87,14297313,7,10,2014,1,,
Y,2018,MA,263.46,7064049,6,21,2008,1,,
Y,2018,NJ,263.38,7640402,9,10,1995,1,,
Y,2018,MD,263.33,101674761,3,7,2010,3,,
Y,2018,OR,263.33,6937551,10,12,1993,1,,
Y,2018,AZ,263.31,5272558,46,3,2009,1,,
Y,2018,CA,263.26,34014496,2,5,2010,4,,
Y,2018,NY,263.14,35804644,9,4,2013,1,,
Y,2018,CA,263.13,21980821,2,12,2009,1,,
Y,2018,NC,263.05,8278954,43,29,2004,1,,
Y,2018,NC,263.02,5177508,36,6,2000,1,,
Y,2018,IN,262.91,7846505,686,20,2007,1,,
Y,2018,TX,262.82,8921532,18,6,1993,1,,
Y,2018,FL,262.82,4070300,334,6,1999,1,,
Y,2018,WA,262.78,13265521,23,3,2009,3,,
Y,2018,CO,262.63,3432861,80,5,1996,1,,
Y,2018,CA,262.48,2760550,2,3,1991,1,,
Y,2018,TX,262.21,4144400,8,17,2005,1,,
Y,2018,TX,262.14,2344856,8,22,2008,1,,
Y,2018,VA,262.04,7902937,3,10,2003,1,,
Y,2018,WA,261.36,8371362,23,21,2005,1,,
Y,2018,CA,261.32,12193978,345,4,1981,2,,
Y,2018,UT,261.24,6028560,48,9,2007,1,,
Y,2018,NJ,261.13,2120382,9,5,2013,1,,
Y,2018,MA,260.91,14527311,6,17,2012,1,,
Y,2018,AL,260.39,30045550,69,7,2009,6,,
Y,2018,CA,260.36,7707725,2,17,2009,1,,
Y,2018,CA,260.27,5028680,215,20,1991,1,,
Y,2018,FL,260.25,14399702,64,14,2003,3,,
Y,2018,VA,260.22,10764679,3,29,1996,4,,
Y,2018,MA,260.02,4973672,6,9,2008,1,,
Y,2018,NY,259.93,3213600,9,17,2006,1,,
Y,2018,NY,259.93,33542000,9,29,1994,7,,
Y,2018,TX,259.92,19039648,18,10,1998,3,,
Y,2018,PA,259.86,3418252,49,2,2012,2,,
Y,2018,CA,259.78,126171000,20,13,2008,4,,
Y,2018,IL,259.74,3476453,17,28,2013,1,,
Y,2018,TX,259.60,3321843,18,5,2004,1,,
Y,2018,FL,259.59,4438945,7,10,2010,2,,
Y,2018,AZ,259.51,13422336,46,18,1996,1,,
Y,2018,CA,259.45,55258845,2,3,2014,1,,
Y,2018,CA,259.44,8466513,2,5,1981,2,,
Y,2018,CA,259.42,190366684,2,5,2011,4,,
Y,2018,OR,259.34,28777279,10,7,2011,3,,
Y,2018,PA,259.29,125976806,49,19,1998,2,,
Y,2018,IL,259.20,4476408,17,4,1997,1,,
Y,2018,LA,259.19,70610418,139,11,2003,1,,
Y,2018,TX,259.12,2073220,22,7,2005,1,,
Y,2018,UT,258.99,7751750,12,3,1990,1,,
Y,2018,MA,258.89,13012258,6,5,2002,1,,
Y,2018,NY,258.89,3062697,9,17,2007,3,,
Y,2018,IL,258.80,3459035,17,28,2003,1,,
Y,2018,MI,258.80,2679381,50,24,2011,1,,
Y,2018,IN,258.79,5987301,81,10,2012,1,,
Y,2018,UT,258.50,2672725,12,15,2010,1,,
Y,2018,FL,258.33,4959237,199,3,2010,1,,
Y,2018,CA,258.14,3865862,4,29,2002,1,,
Y,2018,SD,258.10,8848995,737,17,2008,3,,
Y,2018,MD,258.04,2435550,35,10,2000,1,,
Y,2018,NC,257.98,28079129,36,3,2007,3,,
Y,2018,UT,257.93,73855112,12,10,2008,6,,
Y,2018,TN,257.85,4902496,82,28,2013,1,,
Y,2018,VA,257.55,12687872,40,15,2008,1,,
Y,2018,MA,257.51,7765566,6,21,2001,1,,
Y,2018,CA,257.45,2495000,54,4,2011,1,,
Y,2018,GA,257.41,7499339,29,2,2012,2,,
Y,2018,VA,257.41,3738142,3,7,2002,1,,
Y,2018,IL,257.03,3884301,17,13,2003,1,,
Y,2018,TX,256.92,2063000,22,17,1998,1,,
Y,2018,FL,256.76,4653152,1,4,2007,1,,
Y,2018,FL,256.68,3563838,570,5,2003,2,,
Y,2018,NJ,256.39,10669750,9,20,2010,1,,
Y,2018,IN,256.19,12897909,630,10,1998,1,,
Y,2018,SC,256.14,5363726,536,10,2012,1,X,
Y,2018,MN,256.12,6533110,13,14,2013,1,,
Y,2018,GA,256.11,132109026,29,2,2005,1,,
Y,2018,TX,256.02,4454450,22,3,1997,1,,
Y,2018,VA,255.51,2335925,3,13,1991,1,,
Y,2018,KY,255.37,75374949,634,7,2003,2,,
Y,2018,CA,255.32,12827425,2,9,2011,3,X,
Y,2018,SC,255.24,26770013,117,20,2009,1,X,
Y,2018,MI,254.97,2975409,84,9,2012,1,,
Y,2018,FL,254.85,5194161,7,2,2014,1,,
Y,2018,SD,254.71,20422503,737,14,1986,1,,
Y,2018,CA,254.64,3049825,2,17,2004,1,,
Y,2018,FL,254.54,32144211,576,10,2012,2,,
Y,2018,VA,254.51,33605071,3,9,2007,6,X,
Y,2018,MA,254.51,36045533,55,17,2009,5,,
Y,2018,MI,254.38,2926449,84,18,2005,1,,
Y,2018,MA,254.30,7131150,6,21,1991,1,,
Y,2018,CA,254.28,2565000,2,12,2008,1,,
Y,2018,MN,254.12,9142281,13,20,1998,1,,
Y,2018,TX,253.86,188341778,8,22,2013,2,,
Y,2018,WA,253.80,2895343,23,9,1990,1,,
Y,2018,OH,253.77,4569620,79,10,1999,1,,
Y,2018,TX,253.73,14044007,8,4,2012,2,,
Y,2018,SC,253.69,2840883,107,3,2010,1,,
Y,2018,LA,253.58,4699448,33,20,2004,1,,
Y,2018,MO,253.09,7606950,74,9,1994,1,,
Y,2018,NH,253.07,3686986,183,18,2013,1,,
Y,2018,FL,252.98,2192000,68,17,1986,1,,
Y,2018,CO,252.91,7302393,30,3,2013,1,,
Y,2018,UT,252.90,9977261,12,25,2002,1,,
Y,2018,NV,252.82,50872758,1004,4,1939,1,,
Y,2018,FL,252.66,7053930,68,17,2009,4,,
Y,2018,NH,252.55,2846992,6,17,2009,1,,
Y,2018,TX,252.49,6346745,18,19,2009,2,,
Y,2018,FL,252.47,27686035,7,18,2009,5,,
Y,2018,UT,252.29,86457564,48,4,2011,2,,
Y,2018,CT,252.18,2404984,70,9,1991,1,,
Y,2018,CA,252.17,6333179,2,5,2005,1,,
Y,2018,AL,251.98,3750069,69,3,2009,2,,
Y,2018,CA,251.86,11063039,11,5,2004,1,,
Y,2018,NY,251.53,12823235,9,9,2011,1,,
Y,2018,DC,251.35,5174304,3,7,2004,1,,
Y,2018,PA,251.20,8189338,49,9,2002,1,,
Y,2018,MI,251.13,11772495,50,17,1998,1,,
Y,2018,VA,251.12,7361133,3,2,2012,1,X,
Y,2018,PA,251.04,6640394,49,25,2010,3,,
Y,2018,NC,251.04,2164386,43,3,1998,1,,
Y,2018,TX,250.94,7669326,18,2,2011,4,,
Y,2018,ME,250.76,44218510,98,14,1996,8,,
Y,2018,PA,250.58,13322155,93,17,2012,2,,
Y,2018,NY,250.58,9787063,9,1,2013,1,,
Y,2018,OH,250.48,3569400,79,5,2014,1,,
Y,2018,TX,250.46,3157612,22,19,2003,1,,
Y,2018,ME,250.42,5782999,98,15,2012,2,,
Y,2018,CA,250.29,2017674,4,9,2011,2,,
Y,2018,TX,250.06,4081416,22,3,2007,1,,
Y,2018,IL,250.03,4302340,17,13,2006,2,,
Y,2018,TX,249.92,2940532,18,3,2008,1,,
Y,2018,CT,249.82,53992291,58,2,2009,1,,
Y,2018,AZ,249.70,13391950,46,14,2008,1,,
Y,2018,VA,249.59,43860108,3,29,2006,7,,
Y,2018,UT,249.43,12682792,48,5,2008,4,,
Y,2018,NJ,249.32,3269712,9,9,2011,3,,
Y,2018,NY,249.27,24989891,9,18,2011,1,,
Y,2018,TN,249.18,8712000,82,9,2010,3,X,
Y,2018,AZ,249.05,18569788,46,10,2004,2,,
Y,2018,PA,249.01,12006952,52,17,1998,5,,
Y,2018,GA,248.99,10547670,29,5,2012,1,,
Y,2018,MI,248.99,2730129,50,11,1997,1,,
Y,2018,IL,248.98,30898230,17,5,2011,3,,
Y,2018,MA,248.89,4093926,121,10,2002,1,,
Y,2018,MI,248.88,2016436,50,9,2004,1,,
Y,2018,MI,248.81,2228266,219,2,1998,1,,
Y,2018,TX,248.64,2490265,22,20,2010,1,,
Y,2018,VA,248.51,5116837,3,7,2010,3,,
Y,2018,CA,248.44,2252713,11,17,1999,1,,
Y,2018,CA,248.42,13506397,87,14,1999,1,,
Y,2018,FL,248.39,11903066,180,4,2014,1,,
Y,2018,ME,248.38,157483959,98,10,2010,7,,
Y,2018,CA,248.33,5963633,2,28,2002,1,,
Y,2018,OR,248.29,25555580,10,5,2008,5,,
Y,2018,NC,248.21,2206750,245,15,2012,1,,
Y,2018,AL,248.13,2818234,193,28,2011,2,,
Y,2018,CA,247.86,3804741,2,16,2004,1,,
Y,2018,NY,247.85,7864569,77,13,2007,1,,
Y,2018,AL,247.79,3053484,140,10,2012,1,,
Y,2018,VA,247.76,7718138,3,29,2011,3,,
Y,2018,NV,247.75,5468793,1004,4,2006,3,,
Y,2018,IL,247.71,5917544,17,4,1990,1,,
Y,2018,IL,247.67,7037031,17,28,2010,2,,
Y,2018,CA,247.60,9916400,20,10,2001,1,,
Y,2018,VA,247.48,11451039,106,20,2006,4,,
Y,2018,LA,247.46,10429828,181,20,2008,1,,
Y,2018,WI,247.00,9524032,27,20,2008,1,,
Y,2018,UT,246.99,8800932,48,3,2008,1,,
Y,2018,FL,246.95,4187149,1,18,1998,1,,
Y,2018,TX,246.89,54750000,22,10,2006,4,,
Y,2018,CA,246.81,9155316,20,29,1996,1,,
Y,2018,MN,246.44,11978426,13,5,2001,1,,
Y,2018,IL,246.33,10733975,17,24,1997,1,,
Y,2018,AL,246.23,9032195,69,7,2006,3,,
Y,2018,UT,246.19,128829000,12,21,2010,3,,
Y,2018,NC,246.09,4343805,36,10,2003,1,,
Y,2018,VA,246.07,25073563,3,7,1994,3,,
Y,2018,PA,246.04,14581649,49,20,2009,5,,
Y,2018,CA,245.86,2871700,11,7,1990,1,,
Y,2018,NC,245.82,7162466,43,9,1994,1,,
Y,2018,NV,245.45,2087391,1004,10,2013,1,,
Y,2018,GA,245.43,3982815,29,5,1993,1,,
Y,2018,DC,245.30,9987257,3,7,2006,4,,
Y,2018,NC,245.20,35880550,509,10,2008,5,,
Y,2018,CA,245.18,4924916,2,17,2006,1,,
Y,2018,IN,245.17,14068780,81,20,2010,1,,
Y,2018,TX,245.12,10433000,18,5,2012,3,,
Y,2018,CA,245.03,2035865,4,10,2003,1,,
Y,2018,CA,244.98,6377800,2,11,2010,1,,
Y,2018,CA,244.92,6119862,75,10,2012,1,,
Y,2018,MO,244.68,5042210,74,17,2005,1,,
Y,2018,TX,244.68,21901709,8,20,2001,5,X,
Y,2018,NC,244.66,17345016,43,18,2011,1,,
Y,2018,CA,244.53,3031600,2,19,1993,1,,
Y,2018,ID,244.40,9467833,227,20,2008,3,,
Y,2018,CO,244.30,67784000,31,19,2008,3,X,
Y,2018,NY,244.30,3078000,9,10,2011,1,,
Y,2018,AL,244.16,2381355,589,14,1996,1,,
Y,2018,PA,244.15,6524596,49,9,2009,3,,
Y,2018,CA,244.13,2032510,4,20,2013,1,X,
Y,2018,NV,244.04,4224871,1004,10,2001,1,,
Y,2018,IL,243.98,4944676,17,22,2004,1,,
Y,2018,FL,243.89,2785462,7,5,2011,1,,
Y,2018,MA,243.64,5385973,6,10,2008,1,,
Y,2018,NY,243.60,99280615,9,17,2013,1,,
Y,2018,IL,243.53,3676989,17,9,2003,1,,
Y,2018,TX,243.53,17246673,22,20,2005,4,,
Y,2018,FL,243.43,9411990,7,10,2000,1,,
Y,2018,CA,243.28,2748037,20,9,2012,1,,
Y,2018,TX,243.14,2450900,14,18,1998,3,,
Y,2018,CA,243.02,30401675,54,3,2012,3,,
Y,2018,VA,243.00,30235114,106,9,2007,7,,
Y,2018,NJ,242.99,6854565,9,15,2009,2,,
Y,2018,UT,242.78,6513057,12,2,2003,2,,
Y,2018,IL,242.76,10525075,17,3,2000,1,,
Y,2018,IN,242.76,38198326,641,23,1997,1,,
Y,2018,VA,242.70,6200587,3,5,2005,1,,
Y,2018,IL,242.69,5778783,74,20,2013,1,,
Y,2018,AR,242.66,2254495,122,10,2010,1,X,
Y,2018,MO,242.41,2218633,74,5,2008,2,X,
Y,2018,IL,242.26,2280757,74,3,2013,1,,
Y,2018,IN,241.90,9104251,686,9,2003,2,,
Y,2018,SD,241.56,49887386,737,17,1978,4,,
Y,2018,VA,241.55,9120156,3,29,2006,4,,
Y,2018,TX,241.33,47819021,18,2,2007,6,,
Y,2018,CA,241.28,9881036,67,5,2011,3,,
Y,2018,NJ,241.18,2829583,9,6,2006,1,,
Y,2018,IL,241.07,6215097,17,15,1992,1,,
Y,2018,PA,240.99,11104600,49,5,1992,1,,
Y,2018,PA,240.95,6587718,49,2,2014,1,,
Y,2018,SC,240.93,2698448,536,9,2013,1,,
Y,2018,NC,240.87,2416241,36,5,1991,1,,
Y,2018,MI,240.85,3147966,306,18,2007,1,,
Y,2018,UT,240.63,5379170,12,3,2010,1,X,
Y,2018,CA,240.62,12110777,75,20,2005,2,X,
Y,2018,NY,240.60,4511209,9,25,2007,1,,
Y,2018,TX,240.59,6892295,8,4,2011,2,,
Y,2018,TX,240.51,2132735,8,5,2005,1,,
Y,2018,OR,240.46,2366508,10,5,1993,1,,
Y,2018,IN,240.40,2510319,81,17,2013,1,,
Y,2018,OH,240.36,2459447,47,10,2007,1,,
Y,2018,GA,240.29,1007138000,29,17,1998,11,,
Y,2018,TN,240.06,3389613,82,17,2013,1,X,
Y,2018,DC,240.03,6139305,3,29,2000,1,,
Y,2018,LA,239.95,9039290,33,16,2010,1,,
Y,2018,DC,239.93,6433072,3,7,1994,1,,
Y,2018,CA,239.91,10339349,4,28,2005,2,,
Y,2018,CA,239.75,3119408,75,3,1998,1,,
Y,2018,MO,239.74,9262514,21,12,2001,1,,
Y,2018,ME,239.68,7189901,98,4,2012,3,,
Y,2018,NY,239.65,5084900,9,2,2004,2,,
Y,2018,TX,239.64,9413963,22,9,2012,3,,
Y,2018,OR,239.63,6059783,10,5,2009,3,X,
Y,2018,FL,239.60,2053804,246,17,2014,1,,
Y,2018,TX,239.59,2549759,18,4,2006,1,X,
Y,2018,CA,239.36,4255040,20,4,2011,2,,
Y,2018,FL,239.27,11408436,246,4,1998,1,,
Y,2018,VA,239.24,3605122,3,7,1994,1,,
Y,2018,CA,238.60,12380054,75,10,2011,2,X,
Y,2018,TN,238.50,20154000,105,4,1990,3,,
Y,2018,GA,238.32,8124625,29,5,1997,1,,
Y,2018,NY,238.27,12073641,9,11,2007,1,,
Y,2018,CA,238.25,15568307,4,9,2010,2,,
Y,2018,MO,238.12,8455083,102,17,1991,2,,
Y,2018,VA,238.09,4113296,3,23,2003,3,,
Y,2018,IL,238.03,2725203,17,1,1994,1,,
Y,2018,GA,238.00,51974149,29,21,2012,2,,
Y,2018,IL,237.91,2725839,17,17,1994,1,,
Y,2018,OR,237.81,2821909,10,4,2009,1,,
Y,2018,GA,237.61,2653129,29,6,2010,1,,
Y,2018,WY,237.56,3684831,899,2,1993,1,,
Y,2018,MA,237.39,3121076,6,20,2011,1,,
Y,2018,NJ,237.37,144291947,9,1,2008,7,,
Y,2018,CA,237.35,3989298,4,21,2005,1,,
Y,2018,PA,237.33,2165873,93,13,2011,1,,
Y,2018,IL,237.26,5786899,17,28,2006,1,,
Y,2018,TX,237.23,9496719,18,13,2010,5,,
Y,2018,MD,237.23,2542795,35,5,2011,2,,
Y,2018,NY,237.18,25465391,9,9,2011,4,,
Y,2018,IL,237.12,7665106,17,6,2012,1,,
Y,2018,NJ,237.10,8664310,9,1,2012,1,,
Y,2018,TN,237.07,8488343,82,21,2011,1,X,
Y,2018,TX,236.96,3695998,8,9,2012,1,,
Y,2018,CA,236.90,81002943,11,22,1990,2,,
Y,2018,VA,236.84,20123000,3,13,2011,1,,
Y,2018,FL,236.78,2176950,7,17,2008,2,,
Y,2018,PA,236.74,5949247,112,20,2012,1,,
Y,2018,NY,236.68,14178399,9,18,2009,1,,
Y,2018,UT,236.56,142642153,48,11,2009,7,,
Y,2018,TX,236.53,8527911,14,28,2005,1,X,
Y,2018,CO,236.47,5015694,30,28,1991,1,,
Y,2018,MI,236.34,2546050,44,15,2009,1,,
Y,2018,SC,236.23,2640726,536,5,2008,2,,
Y,2018,CA,236.05,2562639,2,17,2012,1,,
Y,2018,GA,236.00,1959376,29,7,2012,1,,
Y,2018,TX,235.95,8450000,18,17,2010,1,,
Y,2018,NV,235.89,2006634,1004,17,2011,1,,
Y,2018,NV,235.88,190565246,1004,15,1988,9,,
Y,2018,GA,235.84,3251648,29,29,2013,1,,
Y,2018,TN,235.80,5851317,82,17,1993,1,,
Y,2018,WA,235.77,2389514,10,10,2006,1,,
Y,2018,NV,235.74,10865636,1004,17,1995,1,,
Y,2018,AZ,235.68,9678665,46,2,2006,2,,
Y,2018,NC,235.57,4631900,299,28,2007,1,,
Y,2018,TX,235.44,7844734,8,28,1991,1,,
Y,2018,VA,235.41,18756314,3,21,2011,3,,
Y,2018,IL,235.28,6639389,17,17,2013,1,,
Y,2018,GA,235.22,4370673,29,7,2009,1,,
Y,2018,FL,235.01,2475286,64,18,2004,1,,
Y,2018,NJ,234.99,3308491,9,9,2000,1,,
Y,2018,NY,234.97,13168863,9,21,2006,1,,
Y,2018,TX,234.89,32909141,8,18,2013,1,,
Y,2018,MO,234.82,47015754,21,17,2012,2,,
Y,2018,MI,234.78,3094416,50,10,1973,1,,
Y,2018,MI,234.70,242269012,50,15,1993,1,,
Y,2018,PA,234.66,3382289,49,3,2009,1,,
Y,2018,CA,234.66,2203302,2,12,1990,1,,
Y,2018,CA,234.55,6147899,2,17,2008,4,X,
Y,2018,GA,234.47,5204914,29,10,2012,1,,
Y,2018,VA,234.28,20809679,3,7,2008,4,,
Y,2018,UT,234.10,9289175,48,5,2012,2,X,
Y,2018,PA,234.10,11217985,49,5,2002,1,,
Y,2018,CA,234.05,10788245,4,9,2007,3,,
Y,2018,TX,233.80,2410606,14,28,2010,2,,
Y,2018,FL,233.71,10866201,68,11,2002,1,,
Y,2018,PA,233.64,16517216,52,10,2003,1,,
Y,2018,PA,233.62,20432516,52,16,2014,1,,
Y,2018,DC,233.47,6837510,3,7,1997,1,,
Y,2018,MA,233.41,6655914,6,19,1996,1,,
Y,2018,FL,233.34,5442398,1,17,2004,1,,
Y,2018,CA,233.26,62473412,11,18,2006,3,,
Y,2018,PA,233.21,2013476,52,5,2002,1,,
Y,2018,CT,232.90,9552239,356,20,2012,1,,
Y,2018,OH,232.89,118735667,79,2,2003,1,,
Y,2018,MI,232.88,3709358,50,29,2009,3,,
Y,2018,KS,232.85,10681000,21,6,2010,2,,
Y,2018,LA,232.83,63641427,33,24,2006,5,,
Y,2018,NY,232.78,5342687,9,7,2011,2,,
Y,2018,CA,232.75,2496431,20,10,2005,1,,
Y,2018,TN,232.73,522905293,82,10,2006,2,,
Y,2018,OH,232.60,3628300,47,5,2012,1,,
Y,2018,CA,232.58,4785528,67,17,1998,1,,
Y,2018,PA,232.48,3999851,49,21,2004,1,,
Y,2018,CA,232.33,12625649,2,21,1993,1,,
Y,2018,CA,232.33,27699664,4,9,2007,3,,
Y,2018,MO,232.18,12684603,74,5,2012,1,,
Y,2018,OR,232.18,4252724,53,29,2002,1,,
Y,2018,CA,232.16,3997314,11,19,2011,1,,
Y,2018,TX,232.14,8341348,18,17,2012,1,,
Y,2018,NY,231.97,10440425,9,5,2003,4,,
Y,2018,MD,231.88,36699828,35,28,2005,5,X,
Y,2018,SC,231.86,11811000,536,12,2005,6,X,
Y,2018,NC,231.83,23880933,36,20,2003,3,,
Y,2018,OH,231.80,4267500,79,17,2002,1,,
Y,2018,PA,231.64,3461704,380,17,1996,1,,
Y,2018,RI,231.60,4115112,55,10,2011,1,,
Y,2018,FL,231.55,4452412,7,15,2013,1,,
Y,2018,UT,231.45,10210935,12,18,2011,2,,
Y,2018,CA,231.41,4187618,2,15,2007,1,,
Y,2018,IL,231.38,14997796,17,29,2010,1,,
Y,2018,NY,231.36,49757095,9,11,2009,1,,
Y,2018,NY,231.34,15622755,71,21,2007,2,X,
Y,2018,IL,231.30,342856748,190,7,1987,8,,
Y,2018,AZ,231.21,8022000,46,17,2009,4,,
Y,2018,IN,231.12,8545937,81,9,1995,1,,
Y,2018,VA,230.95,2522535,15,28,2004,1,,
Y,2018,NY,230.80,3207473,9,17,2012,1,,
Y,2018,TX,230.63,47535259,8,14,2010,1,,
Y,2018,FL,230.60,18245241,295,11,2008,3,,
Y,2018,CA,230.59,2277418,2,28,1994,1,,
Y,2018,MO,230.53,2017773,74,4,2005,1,,
Y,2018,TX,230.53,5849764,8,10,2006,4,,
Y,2018,MO,230.40,7165046,102,9,2004,2,,
Y,2018,IL,230.30,2003292,17,28,2004,1,,
Y,2018,NY,230.21,317000000,9,5,2011,4,,
Y,2018,FL,230.15,17240900,7,7,2003,5,,
Y,2018,IL,230.15,3567200,17,10,2001,1,,
Y,2018,WA,230.01,4986718,23,2,2009,1,,
Y,2018,IL,229.97,6290577,17,4,1996,1,,
Y,2018,CA,229.89,3803869,4,18,2002,1,,
Y,2018,CA,229.87,3231877,2,28,2005,1,,
Y,2018,GA,229.87,16672390,29,5,1999,7,X,
Y,2018,FL,229.82,2030392,68,5,2008,1,,
Y,2018,MO,229.67,6519012,74,28,2010,1,,
Y,2018,WI,229.62,7933690,78,24,2008,1,,
Y,2018,VA,229.48,4129984,3,5,2009,1,,
Y,2018,AZ,229.45,2745772,46,3,2005,1,,
Y,2018,CO,229.38,2964393,30,5,2008,1,,
Y,2018,IN,228.99,3890095,81,28,1990,1,,
Y,2018,MA,228.80,7271086,6,20,1979,2,X,
Y,2018,PA,228.78,6458702,49,18,2008,1,,
Y,2018,FL,228.76,7938061,68,4,2009,4,,
Y,2018,MD,228.71,5918939,35,13,2010,1,,
Y,2018,TX,228.46,2047500,18,3,2006,1,,
Y,2018,FL,228.43,15693603,7,10,2011,1,,
Y,2018,FL,228.17,3721487,1,18,2012,1,,
Y,2018,MD,228.14,26878000,35,9,2008,2,,
Y,2018,NY,228.13,4409437,9,4,2006,2,,
Y,2018,TX,228.04,4422840,18,20,2005,1,,
Y,2018,IL,228.03,5644579,17,29,2001,1,,
Y,2018,FL,227.93,80116514,1,4,2008,2,,
Y,2018,NC,227.81,31039240,998,15,2008,2,,
Y,2018,TN,227.77,24966000,82,11,2006,1,,
Y,2018,NV,227.74,2327951,1004,18,1982,1,,
Y,2018,AR,227.69,3671604,235,3,2010,2,,
Y,2018,OH,227.67,2866785,79,17,2010,3,,
Y,2018,VA,227.61,3965469,3,9,1999,3,,
Y,2018,VA,227.52,3442707,40,5,1998,1,,
Y,2018,UT,227.25,6242786,12,22,2010,2,,
Y,2018,VA,227.15,9302030,3,7,2005,1,,
Y,2018,GA,227.09,5804471,29,9,2010,3,,
Y,2018,FL,226.96,4950576,180,3,2003,1,,
Y,2018,OH,226.96,20134235,47,10,2011,2,,
Y,2018,HI,226.85,3202959,385,22,2010,1,,
Y,2018,CA,226.83,12165502,2,2,2009,1,,
Y,2018,WA,226.79,2998085,23,5,2013,1,,
Y,2018,MI,226.73,10903815,219,5,2013,3,,
Y,2018,NJ,226.72,3750694,49,10,1999,1,,
Y,2018,CO,226.70,2168627,120,3,2005,1,,
Y,2018,TX,226.61,2383820,998,18,2013,1,X,
Y,2018,FL,226.59,2497143,576,14,2013,1,,
Y,2018,VA,226.37,10000660,3,22,2009,1,,
Y,2018,CA,226.35,6204123,2,4,1995,1,,
Y,2018,NJ,226.35,5328520,9,17,2013,1,,
Y,2018,TX,226.26,19807534,22,17,2012,3,,
Y,2018,CA,226.15,9087171,4,5,1995,1,,
Y,2018,TN,226.13,4984969,110,20,2011,1,,
Y,2018,CO,226.10,8103216,30,9,2010,4,,
Y,2018,OH,226.05,7307340,47,6,1993,1,,
Y,2018,NY,226.01,4282184,435,28,1995,1,,
Y,2018,MN,225.96,16872538,13,17,2002,2,,
Y,2018,NC,225.88,21164290,341,7,2005,4,,
Y,2018,WA,225.87,55990800,23,3,2012,4,,
Y,2018,OH,225.82,10068071,19,9,2008,4,,
Y,2018,FL,225.59,17860377,576,20,2007,6,,
Y,2018,IL,225.50,392922000,17,17,1987,10,,
Y,2018,CA,225.47,4327043,11,3,2005,2,,
Y,2018,NY,225.44,8926115,9,22,1993,1,,
Y,2018,PA,225.31,3696792,49,28,2011,3,,
Y,2018,MI,225.26,19569657,50,4,2000,2,,
Y,2018,MN,225.22,14539379,13,2,2011,6,,
Y,2018,CA,225.17,9447549,11,6,2012,2,X,
Y,2018,CA,225.08,16164917,2,20,1993,1,,
Y,2018,VT,224.81,2894408,156,20,1999,1,,
Y,2018,OR,224.67,2331726,165,13,1998,2,,
Y,2018,GA,224.64,6434344,29,17,2002,1,,
Y,2018,CA,224.51,20932860,2,10,2009,5,,
Y,2018,TX,224.40,2125407,18,9,2001,1,,
Y,2018,VA,224.31,7195235,3,28,2010,2,,
Y,2018,NY,224.29,25118667,9,23,2001,3,,
Y,2018,TX,224.24,10081501,404,17,2009,2,X,
Y,2018,NC,224.24,10280800,36,21,2003,3,,
Y,2018,NY,224.20,16539630,9,20,2013,1,,
Y,2018,MA,224.18,9921600,6,5,2006,1,,
Y,2018,CA,224.10,5668110,2,5,2007,2,,
Y,2018,WA,223.97,2212899,23,20,2014,1,,
Y,2018,FL,223.86,3052419,7,5,2005,1,,
Y,2018,MA,223.84,6890911,6,1,1993,1,,
Y,2018,FL,223.83,10626239,68,17,2008,3,,
Y,2018,TX,223.81,8225441,8,28,2007,4,,
Y,2018,CA,223.80,3451912,4,9,2012,1,,
Y,2018,IL,223.74,4170981,17,5,2006,3,,
Y,2018,TX,223.54,2792559,18,2,2009,1,,
Y,2018,CO,223.52,11030439,30,15,1996,1,,
Y,2018,CA,223.42,10345234,942,16,1995,1,,
Y,2018,NJ,223.41,4664145,9,5,2012,1,,
Y,2018,GA,223.29,2348425,29,4,2012,2,,
Y,2018,IL,223.20,3076463,17,9,2008,2,,
Y,2018,NY,223.16,3491651,9,17,2006,1,,
Y,2018,NY,223.14,22817233,9,5,2010,5,,
Y,2018,FL,223.10,11745699,7,4,2005,1,,
Y,2018,FL,222.97,26327238,68,7,2005,2,,
Y,2018,AL,222.95,5293134,69,7,2005,1,,
Y,2018,OR,222.87,11856819,53,29,2007,4,,
Y,2018,VA,222.82,6530162,15,9,2007,4,X,
Y,2018,GA,222.75,6639832,29,17,1990,1,,
Y,2018,MN,222.69,9035430,261,20,2011,1,,
Y,2018,MA,222.52,3663230,6,28,2011,1,,
Y,2018,CA,222.49,6966211,42,20,1995,1,,
Y,2018,TN,222.39,2003232,105,20,2011,1,,
Y,2018,GA,222.31,3972610,29,9,1992,1,,
Y,2018,CA,222.25,2355112,4,21,1996,1,,
Y,2018,NY,222.19,25833000,9,17,2012,2,,
Y,2018,CA,222.04,11177400,2,6,1999,1,,
Y,2018,PA,221.97,12538841,52,29,2003,1,,
Y,2018,CA,221.90,21316000,2,3,1992,5,,
Y,2018,GA,221.83,8764601,29,29,2011,1,,
Y,2018,RI,221.76,2053826,55,16,1999,1,,
Y,2018,GA,221.66,10818818,29,20,1992,1,,
Y,2018,MA,221.66,2177500,6,15,2010,1,,
Y,2018,CA,221.46,5072824,2,17,2004,1,,
Y,2018,MA,221.41,12187825,6,2,2013,1,,
Y,2018,WA,221.41,49690959,23,9,2000,1,,
Y,2018,NY,221.40,8558243,9,20,2011,3,X,
Y,2018,TX,221.40,2245912,8,10,2014,1,,
